Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
LSB: Children under 5 years (Estimated),0403 Namoh,2015,5542,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2015,15489,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2016,5412,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2016,15878,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2017,16265,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2018,16647,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2019,17022,,,,,
LSB: Population (Estimated-single age),0906 Phoukout,2017,25996,,,,,
LSB: Population (Estimated-single age),0906 Phoukout,2016,25817,,,,,
LSB: Population (Estimated-single age),0906 Phoukout,2019,26303,,,,,
LSB: Population (Estimated-single age),0906 Phoukout,2018,26156,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2019,5050,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2017,5288,,,,,
LSB: Population (Estimated-single age),0906 Phoukout,2015,25644,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2018,5169,,,,,
LSB: Children under 5 years (Estimated),1303 Atsaphangthong,2021,4644,,,,,
LSB: Children under 5 years (Estimated),1303 Atsaphangthong,2020,4642,,,,,
LSB: Children under 5 years (Estimated),1303 Atsaphangthong,2023,4645,,,,,
LSB: Children under 5 years (Estimated),1303 Atsaphangthong,2022,4646,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2020,17385,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2021,17743,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2022,18099,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1105 Khamkeut,2023,18446,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2018,600,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2019,584,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2016,748,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2017,615,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2022,4916,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2023,4888,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2020,4928,,,,,
LSB: Children under 5 years (Estimated),0403 Namoh,2021,4928,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2019,6361,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2017,6039,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2018,6197,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2023,6353,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2015,5727,,,,,
LSB: Population (Estimated-single age),0402 La,2020,18798,,,,,
LSB: Population (Estimated-single age),0402 La,2021,19005,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2022,6288,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2016,5883,,,,,
LSB: Population (Estimated-single age),0402 La,2022,19191,,,,,
LSB: Population (Estimated-single age),0402 La,2023,19366,,,,,
LSB: Children under 5 years (Estimated),0608 Phonxai,2023,3918,,,,,
LSB: Children under 5 years (Estimated),0608 Phonxai,2022,4052,,,,,
LSB: Children under 5 years (Estimated),0608 Phonxai,2021,4192,,,,,
LSB: Children under 5 years (Estimated),0608 Phonxai,2020,4330,,,,,
LSB: Births Live (Estimated),0302 Sing,2021,988,,,,,
LSB: Births Live (Estimated),0302 Sing,2020,987,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1401 Salavan,2021,2533,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1401 Salavan,2020,2535,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1401 Salavan,2023,2569,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1401 Salavan,2022,2554,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2019,6128,,,,,
LSB: Births Live (Estimated),0302 Sing,2023,992,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2023,524,,,,,
LSB: Births Live (Estimated),0302 Sing,2022,990,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2021,550,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2016,6037,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2022,537,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2015,6019,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2018,6093,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2017,6062,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0604 Pak-ou,2020,566,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2022,6892,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2023,7073,,,,,
LSB: Population (Estimated-single age),0402 La,2015,17658,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2021,6229,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2020,6530,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0304 Viangphoukha,2021,6709,,,,,
LSB: Population (Estimated-single age),0402 La,2016,17896,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0203 Khoua,2020,6174,,,,,
LSB: Population (Estimated-single age),0402 La,2017,18129,,,,,
LSB: Population (Estimated-single age),0402 La,2018,18366,,,,,
LSB: Population (Estimated-single age),0402 La,2019,18584,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2018,12866,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2019,12640,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2022,6161,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2021,6200,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2023,6135,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2020,15193,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2021,15483,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2022,15764,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2023,16042,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2020,8822,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2023,9162,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2018,14589,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2019,14895,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2021,8936,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2022,9047,,,,,
LSB: Births Live (Estimated),0403 Namoh,2016,1111,,,,,
LSB: Births Live (Estimated),0403 Namoh,2017,1110,,,,,
LSB: Births Live (Estimated),0403 Namoh,2015,1266,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2020,12410,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2021,12469,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2022,12527,,,,,
LSB: Births Live (Estimated),0403 Namoh,2018,1109,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2023,12583,,,,,
LSB: Births Live (Estimated),0403 Namoh,2019,1105,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2015,7029,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2022,11174,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2021,10896,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2017,6759,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2020,10633,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2016,6898,,,,,
LSB: Births Live (Estimated),0602 Xiangngeun,2019,754,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2019,1267,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2018,1271,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2019,6436,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2018,6603,,,,,
LSB: Births Live (Estimated),0403 Namoh,2020,1098,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2017,1271,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2016,1374,,,,,
LSB: Births Live (Estimated),0403 Namoh,2023,1057,,,,,
LSB: Births Live (Estimated),0403 Namoh,2021,1088,,,,,
LSB: Births Live (Estimated),0403 Namoh,2022,1073,,,,,
LSB: Births Live (Estimated),0602 Xiangngeun,2018,777,,,,,
LSB: Births Live (Estimated),0602 Xiangngeun,2017,800,,,,,
LSB: Births Live (Estimated),0602 Xiangngeun,2016,821,,,,,
LSB: Children under 5 years (Estimated),1001 Phonhong,2020,6255,,,,,
LSB: Births Live (Estimated),0602 Xiangngeun,2015,912,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2023,11455,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2022,1247,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2021,1253,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2023,1239,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2020,697,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2022,699,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1607 Champasak,2020,1261,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2021,699,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2023,703,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2016,1339,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2015,1478,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2018,1308,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2017,1324,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2017,3696,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2019,1291,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2018,3781,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2019,3845,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2015,3478,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2016,3597,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2020,3886,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2021,3799,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2022,3713,,,,,
LSB: Children under 5 years (Estimated),1207 Nakay,2023,3624,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2015,875,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2017,702,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2015,13659,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2016,703,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2019,699,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2016,13964,,,,,
LSB: Survival under 1 year (Estimated),1007 Xanakham,2018,701,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0301 Namtha,2017,14276,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2016,8350,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2017,8469,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2015,8235,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2018,8587,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0805 Xianghon,2019,8704,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2015,13639,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2016,13357,,,,,
LSB: Children under 5 years (Estimated),1401 Salavan,2017,13103,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2015,1119,,,,,
LSB: Births Live (Estimated),0603 Nan,2021,567,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2017,975,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2016,1005,,,,,
LSB: Births Live (Estimated),0603 Nan,2020,575,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2019,903,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2018,941,,,,,
LSB: Births Live (Estimated),0603 Nan,2023,548,,,,,
LSB: Births Live (Estimated),0603 Nan,2022,557,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2023,784,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2015,4176,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2016,4091,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2017,3992,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2015,845,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2020,867,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2016,821,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2021,1272,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2017,806,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2022,812,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2018,792,,,,,
LSB: Births Live (Estimated),0608 Phonxai,2021,841,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2020,1276,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2023,1270,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2019,775,,,,,
LSB: Births Live (Estimated),1001 Phonhong,2022,1270,,,,,
LSB: Births Live (Estimated),0603 Nan,2019,592,,,,,
LSB: Births Live (Estimated),0603 Nan,2018,608,,,,,
LSB: Births Live (Estimated),0603 Nan,2017,625,,,,,
LSB: Births Live (Estimated),0603 Nan,2016,641,,,,,
LSB: Births Live (Estimated),0603 Nan,2015,695,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2021,3492,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2022,3403,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2023,633,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2023,3319,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2020,757,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2021,741,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2022,651,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2022,728,,,,,
LSB: Births Live (Estimated),0808 Kenthao,2023,712,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2020,3582,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2021,666,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2019,10385,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2018,10144,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2020,684,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2017,9918,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2016,9700,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2018,3874,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1004 Kasi,2015,9481,,,,,
LSB: Children under 5 years (Estimated),0602 Xiangngeun,2019,3738,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2018,710,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2017,722,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2016,735,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2015,770,,,,,
LSB: Births Live (Estimated),0707 Sopbao,2019,697,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2015,1081,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2016,1452,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1303 Atsaphangthong,2016,1051,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1303 Atsaphangthong,2017,938,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1303 Atsaphangthong,2018,941,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1303 Atsaphangthong,2019,942,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2019,1466,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2017,1460,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2018,1465,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2022,8192,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2023,8018,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2020,8645,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2021,8401,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2022,1447,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2022,115221,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2023,1433,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2023,117101,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2020,1464,,,,,
LSB: Births Live (Estimated),0101 Chanthabouli,2021,1458,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2019,9114,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2017,9841,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2018,9509,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2015,10354,,,,,
LSB: Children under 5 years (Estimated),1304 Phin,2016,10119,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2015,102201,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2020,579,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2016,104028,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2022,550,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2017,105866,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2021,565,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2018,107742,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2023,535,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2019,109610,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2020,111469,,,,,
LSB: Population (Estimated-single age),1401 Salavan,2021,113352,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2015,796,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0305 Naleh,2017,631,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0305 Naleh,2016,567,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0305 Naleh,2019,617,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0305 Naleh,2018,624,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2018,579,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2019,570,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2016,630,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2017,588,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2017,636,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2016,653,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2019,598,,,,,
LSB: Births Live (Estimated),0604 Pak-ou,2018,618,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1312 Vilabouli,2023,12881,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1007 Xanakham,2015,11406,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2021,550,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2022,539,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2020,560,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1007 Xanakham,2019,12041,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1007 Xanakham,2018,11888,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1312 Vilabouli,2020,11882,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0906 Phoukout,2023,527,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1312 Vilabouli,2021,12215,,,,,
